STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_pin_net --model FEGIN --layers 6 --hiddens 128 --batch_size 256 --lr 0.0001 --emb_size 512 --epochs 100 --save_appendix component_pin_net_L6_H128_BS256_LR0.0001_E512 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 6 layers, 128 hidden units, h = 2
Loading component_pin_net representation dataset
dataset loaded 16 4 1948
ENTERED
Training FEGIN on component_pin_net representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3781, test_loss: 1.3798, test_f1: 0.2281
 epoch: 1, train_loss: 1.3661, test_loss: 1.3783, test_f1: 0.2281
 epoch: 2, train_loss: 1.3596, test_loss: 1.3759, test_f1: 0.2281
 epoch: 3, train_loss: 1.3520, test_loss: 1.3735, test_f1: 0.2281
 epoch: 4, train_loss: 1.3426, test_loss: 1.3710, test_f1: 0.2281
 epoch: 5, train_loss: 1.3326, test_loss: 1.3680, test_f1: 0.2281
 epoch: 6, train_loss: 1.3207, test_loss: 1.3624, test_f1: 0.2281
 epoch: 7, train_loss: 1.3082, test_loss: 1.3531, test_f1: 0.2465
 epoch: 8, train_loss: 1.2913, test_loss: 1.3418, test_f1: 0.3092
 epoch: 9, train_loss: 1.2737, test_loss: 1.3248, test_f1: 0.3147
 epoch: 10, train_loss: 1.2551, test_loss: 1.3065, test_f1: 0.3253
 epoch: 11, train_loss: 1.2346, test_loss: 1.2846, test_f1: 0.3303
 epoch: 12, train_loss: 1.2130, test_loss: 1.2655, test_f1: 0.3542
 epoch: 13, train_loss: 1.1972, test_loss: 1.2495, test_f1: 0.3810
 epoch: 14, train_loss: 1.1796, test_loss: 1.2350, test_f1: 0.4032
 epoch: 15, train_loss: 1.1619, test_loss: 1.2207, test_f1: 0.4099
 epoch: 16, train_loss: 1.1446, test_loss: 1.2087, test_f1: 0.4293
 epoch: 17, train_loss: 1.1331, test_loss: 1.1976, test_f1: 0.4347
 epoch: 18, train_loss: 1.1187, test_loss: 1.1830, test_f1: 0.4323
 epoch: 19, train_loss: 1.1059, test_loss: 1.1712, test_f1: 0.4338
 epoch: 20, train_loss: 1.0947, test_loss: 1.1633, test_f1: 0.4437
 epoch: 21, train_loss: 1.0837, test_loss: 1.1553, test_f1: 0.4411
 epoch: 22, train_loss: 1.0696, test_loss: 1.1455, test_f1: 0.4467
 epoch: 23, train_loss: 1.0549, test_loss: 1.1338, test_f1: 0.4422
 epoch: 24, train_loss: 1.0520, test_loss: 1.1289, test_f1: 0.4477
 epoch: 25, train_loss: 1.0306, test_loss: 1.1257, test_f1: 0.4441
 epoch: 26, train_loss: 1.0288, test_loss: 1.1211, test_f1: 0.4378
 epoch: 27, train_loss: 1.0140, test_loss: 1.1157, test_f1: 0.4482
 epoch: 28, train_loss: 1.0037, test_loss: 1.1062, test_f1: 0.4436
 epoch: 29, train_loss: 1.0000, test_loss: 1.0969, test_f1: 0.4464
 epoch: 30, train_loss: 0.9903, test_loss: 1.1006, test_f1: 0.4461
 epoch: 31, train_loss: 0.9860, test_loss: 1.1005, test_f1: 0.4479
 epoch: 32, train_loss: 0.9753, test_loss: 1.0927, test_f1: 0.4539
 epoch: 33, train_loss: 0.9721, test_loss: 1.0878, test_f1: 0.4538
 epoch: 34, train_loss: 0.9602, test_loss: 1.0736, test_f1: 0.4574
 epoch: 35, train_loss: 0.9602, test_loss: 1.0738, test_f1: 0.4635
 epoch: 36, train_loss: 0.9518, test_loss: 1.0706, test_f1: 0.4643
 epoch: 37, train_loss: 0.9520, test_loss: 1.0743, test_f1: 0.4714
 epoch: 38, train_loss: 0.9419, test_loss: 1.0624, test_f1: 0.4834
 epoch: 39, train_loss: 0.9387, test_loss: 1.0618, test_f1: 0.4538
 epoch: 40, train_loss: 0.9366, test_loss: 1.0865, test_f1: 0.4519
 epoch: 41, train_loss: 0.9345, test_loss: 1.0982, test_f1: 0.4823
 epoch: 42, train_loss: 0.9271, test_loss: 1.0621, test_f1: 0.4960
 epoch: 43, train_loss: 0.9281, test_loss: 1.0537, test_f1: 0.4959
 epoch: 44, train_loss: 0.9221, test_loss: 1.0702, test_f1: 0.4868
 epoch: 45, train_loss: 0.9206, test_loss: 1.0675, test_f1: 0.4979
 epoch: 46, train_loss: 0.9186, test_loss: 1.0711, test_f1: 0.4977
 epoch: 47, train_loss: 0.9130, test_loss: 1.0512, test_f1: 0.4824
 epoch: 48, train_loss: 0.9113, test_loss: 1.0653, test_f1: 0.5124
 epoch: 49, train_loss: 0.9045, test_loss: 1.0610, test_f1: 0.5352
 epoch: 50, train_loss: 0.8975, test_loss: 1.0747, test_f1: 0.5368
 epoch: 51, train_loss: 0.8948, test_loss: 1.0768, test_f1: 0.5209
 epoch: 52, train_loss: 0.8924, test_loss: 1.0562, test_f1: 0.5144
 epoch: 53, train_loss: 0.8858, test_loss: 1.0606, test_f1: 0.5354
 epoch: 54, train_loss: 0.8890, test_loss: 1.0610, test_f1: 0.5414
 epoch: 55, train_loss: 0.8826, test_loss: 1.0470, test_f1: 0.5430
 epoch: 56, train_loss: 0.8832, test_loss: 1.0482, test_f1: 0.5348
 epoch: 57, train_loss: 0.8780, test_loss: 1.0452, test_f1: 0.5329
 epoch: 58, train_loss: 0.8742, test_loss: 1.0689, test_f1: 0.5284
 epoch: 59, train_loss: 0.8686, test_loss: 1.0485, test_f1: 0.5303
 epoch: 60, train_loss: 0.8763, test_loss: 1.0498, test_f1: 0.5580
 epoch: 61, train_loss: 0.8663, test_loss: 1.0503, test_f1: 0.5401
 epoch: 62, train_loss: 0.8650, test_loss: 1.0638, test_f1: 0.5536
 epoch: 63, train_loss: 0.8561, test_loss: 1.0553, test_f1: 0.5494
 epoch: 64, train_loss: 0.8544, test_loss: 1.0532, test_f1: 0.5538
 epoch: 65, train_loss: 0.8617, test_loss: 1.0729, test_f1: 0.5495
 epoch: 66, train_loss: 0.8571, test_loss: 1.0801, test_f1: 0.5173
 epoch: 67, train_loss: 0.8616, test_loss: 1.0722, test_f1: 0.5459
 epoch: 68, train_loss: 0.8596, test_loss: 1.0794, test_f1: 0.5460
 epoch: 69, train_loss: 0.8540, test_loss: 1.0688, test_f1: 0.5373
 epoch: 70, train_loss: 0.8499, test_loss: 1.0548, test_f1: 0.5331
 epoch: 71, train_loss: 0.8496, test_loss: 1.0574, test_f1: 0.5337
 epoch: 72, train_loss: 0.8503, test_loss: 1.0857, test_f1: 0.5434
 epoch: 73, train_loss: 0.8441, test_loss: 1.0900, test_f1: 0.5403
 epoch: 74, train_loss: 0.8419, test_loss: 1.0767, test_f1: 0.5348
 epoch: 75, train_loss: 0.8391, test_loss: 1.0703, test_f1: 0.5329
 epoch: 76, train_loss: 0.8385, test_loss: 1.0604, test_f1: 0.5419
 epoch: 77, train_loss: 0.8294, test_loss: 1.0876, test_f1: 0.5276
 epoch: 78, train_loss: 0.8258, test_loss: 1.0821, test_f1: 0.5286
 epoch: 79, train_loss: 0.8285, test_loss: 1.0701, test_f1: 0.5287
 epoch: 80, train_loss: 0.8224, test_loss: 1.0725, test_f1: 0.5458
 epoch: 81, train_loss: 0.8288, test_loss: 1.0861, test_f1: 0.5503
 epoch: 82, train_loss: 0.8170, test_loss: 1.1153, test_f1: 0.5367
 epoch: 83, train_loss: 0.8247, test_loss: 1.0990, test_f1: 0.5404
 epoch: 84, train_loss: 0.8213, test_loss: 1.0718, test_f1: 0.5371
 epoch: 85, train_loss: 0.8172, test_loss: 1.0938, test_f1: 0.5206
 epoch: 86, train_loss: 0.8236, test_loss: 1.1181, test_f1: 0.5282
