STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_pin --model FEGIN --layers 2 --hiddens 16 --batch_size 32 --lr 0.001 --emb_size 250 --epochs 100 --save_appendix component_pin_L2_H16_BS32_LR0.001_E250 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 2 layers, 16 hidden units, h = 2
Loading component_pin representation dataset
dataset loaded 16 4 1948
ENTERED
Training FEGIN on component_pin representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3615, test_loss: 1.3406, test_f1: 0.2281
 epoch: 1, train_loss: 1.2866, test_loss: 1.2892, test_f1: 0.2281
 epoch: 2, train_loss: 1.2194, test_loss: 1.2600, test_f1: 0.2281
 epoch: 3, train_loss: 1.1721, test_loss: 1.2445, test_f1: 0.2570
 epoch: 4, train_loss: 1.1469, test_loss: 1.2265, test_f1: 0.2953
 epoch: 5, train_loss: 1.1269, test_loss: 1.2028, test_f1: 0.3109
 epoch: 6, train_loss: 1.1107, test_loss: 1.1754, test_f1: 0.3215
 epoch: 7, train_loss: 1.0959, test_loss: 1.1729, test_f1: 0.3128
 epoch: 8, train_loss: 1.0771, test_loss: 1.1634, test_f1: 0.4334
 epoch: 9, train_loss: 1.0441, test_loss: 1.1159, test_f1: 0.4151
 epoch: 10, train_loss: 1.0171, test_loss: 1.0877, test_f1: 0.3897
 epoch: 11, train_loss: 0.9715, test_loss: 1.1004, test_f1: 0.4332
 epoch: 12, train_loss: 0.9340, test_loss: 1.0340, test_f1: 0.5045
 epoch: 13, train_loss: 0.9111, test_loss: 0.9908, test_f1: 0.5145
 epoch: 14, train_loss: 0.9066, test_loss: 1.1097, test_f1: 0.4929
 epoch: 15, train_loss: 0.8825, test_loss: 1.0790, test_f1: 0.5183
 epoch: 16, train_loss: 0.8632, test_loss: 1.0517, test_f1: 0.5038
 epoch: 17, train_loss: 0.8424, test_loss: 1.1061, test_f1: 0.5215
 epoch: 18, train_loss: 0.8407, test_loss: 1.2065, test_f1: 0.4227
 epoch: 19, train_loss: 0.8244, test_loss: 1.1833, test_f1: 0.4771
