STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_pin --model FEGIN --layers 3 --hiddens 16 --batch_size 256 --lr 0.01 --emb_size 250 --epochs 100 --save_appendix component_pin_L3_H16_BS256_LR0.01_E250 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 3 layers, 16 hidden units, h = 2
Loading component_pin representation dataset
dataset loaded 16 4 1948
ENTERED
Training FEGIN on component_pin representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3357, test_loss: 1.3034, test_f1: 0.2281
 epoch: 1, train_loss: 1.2395, test_loss: 1.2976, test_f1: 0.2281
 epoch: 2, train_loss: 1.2005, test_loss: 1.3330, test_f1: 0.2970
 epoch: 3, train_loss: 1.1833, test_loss: 1.3318, test_f1: 0.3383
 epoch: 4, train_loss: 1.1620, test_loss: 1.3546, test_f1: 0.2587
 epoch: 5, train_loss: 1.1464, test_loss: 1.2215, test_f1: 0.2615
 epoch: 6, train_loss: 1.1348, test_loss: 1.2086, test_f1: 0.2777
 epoch: 7, train_loss: 1.1085, test_loss: 1.1904, test_f1: 0.2614
 epoch: 8, train_loss: 1.0715, test_loss: 1.2297, test_f1: 0.2281
 epoch: 9, train_loss: 1.0640, test_loss: 1.2555, test_f1: 0.3538
 epoch: 10, train_loss: 1.0184, test_loss: 1.1849, test_f1: 0.3740
 epoch: 11, train_loss: 0.9668, test_loss: 1.2006, test_f1: 0.4442
 epoch: 12, train_loss: 0.9378, test_loss: 1.0244, test_f1: 0.5391
 epoch: 13, train_loss: 0.9144, test_loss: 1.1004, test_f1: 0.5724
 epoch: 14, train_loss: 0.8825, test_loss: 1.1727, test_f1: 0.3766
 epoch: 15, train_loss: 0.8930, test_loss: 1.0335, test_f1: 0.4807
 epoch: 16, train_loss: 0.8626, test_loss: 1.0462, test_f1: 0.4945
 epoch: 17, train_loss: 0.8443, test_loss: 1.1311, test_f1: 0.5321
 epoch: 18, train_loss: 0.8717, test_loss: 1.0306, test_f1: 0.5057
 epoch: 19, train_loss: 0.8221, test_loss: 1.0813, test_f1: 0.5744
 epoch: 20, train_loss: 0.8185, test_loss: 1.1357, test_f1: 0.5477
 epoch: 21, train_loss: 0.7925, test_loss: 1.3398, test_f1: 0.4904
 epoch: 22, train_loss: 0.7969, test_loss: 1.1428, test_f1: 0.5686
 epoch: 23, train_loss: 0.8026, test_loss: 1.2038, test_f1: 0.3937
 epoch: 24, train_loss: 0.8177, test_loss: 1.0098, test_f1: 0.5937
 epoch: 25, train_loss: 0.7976, test_loss: 1.0768, test_f1: 0.5890
 epoch: 26, train_loss: 0.7905, test_loss: 1.0987, test_f1: 0.4810
 epoch: 27, train_loss: 0.7917, test_loss: 1.0929, test_f1: 0.5916
 epoch: 28, train_loss: 0.7662, test_loss: 1.1439, test_f1: 0.5238
 epoch: 29, train_loss: 0.7542, test_loss: 1.1367, test_f1: 0.6027
 epoch: 30, train_loss: 0.7513, test_loss: 1.1137, test_f1: 0.5037
 epoch: 31, train_loss: 0.7519, test_loss: 1.2584, test_f1: 0.5725
 epoch: 32, train_loss: 0.7468, test_loss: 1.2467, test_f1: 0.6140
 epoch: 33, train_loss: 0.7420, test_loss: 1.1509, test_f1: 0.5478
 epoch: 34, train_loss: 0.7299, test_loss: 1.1575, test_f1: 0.5511
 epoch: 35, train_loss: 0.7381, test_loss: 1.0104, test_f1: 0.5240
 epoch: 36, train_loss: 0.7259, test_loss: 1.2674, test_f1: 0.6288
 epoch: 37, train_loss: 0.7134, test_loss: 1.3591, test_f1: 0.5608
 epoch: 38, train_loss: 0.7327, test_loss: 1.0024, test_f1: 0.5753
 epoch: 39, train_loss: 0.7175, test_loss: 1.1945, test_f1: 0.4593
 epoch: 40, train_loss: 0.7276, test_loss: 1.1758, test_f1: 0.4716
 epoch: 41, train_loss: 0.7282, test_loss: 0.9318, test_f1: 0.5351
 epoch: 42, train_loss: 0.7278, test_loss: 1.1040, test_f1: 0.4485
 epoch: 43, train_loss: 0.7438, test_loss: 1.5301, test_f1: 0.4766
 epoch: 44, train_loss: 0.7041, test_loss: 1.1003, test_f1: 0.6193
 epoch: 45, train_loss: 0.7107, test_loss: 1.4701, test_f1: 0.5575
 epoch: 46, train_loss: 0.7564, test_loss: 1.7539, test_f1: 0.5627
 epoch: 47, train_loss: 0.7550, test_loss: 1.2315, test_f1: 0.5122
 epoch: 48, train_loss: 0.7311, test_loss: 1.1676, test_f1: 0.5345
 epoch: 49, train_loss: 0.7298, test_loss: 1.2616, test_f1: 0.5154
 epoch: 50, train_loss: 0.7202, test_loss: 1.4212, test_f1: 0.4481
 epoch: 51, train_loss: 0.7011, test_loss: 1.1875, test_f1: 0.5331
 epoch: 52, train_loss: 0.6841, test_loss: 1.1792, test_f1: 0.5064
 epoch: 53, train_loss: 0.6763, test_loss: 1.1910, test_f1: 0.4861
 epoch: 54, train_loss: 0.6887, test_loss: 1.3462, test_f1: 0.6010
 epoch: 55, train_loss: 0.6910, test_loss: 1.4011, test_f1: 0.5691
 epoch: 56, train_loss: 0.6742, test_loss: 1.4601, test_f1: 0.4623
 epoch: 57, train_loss: 0.6608, test_loss: 1.1842, test_f1: 0.5360
 epoch: 58, train_loss: 0.6742, test_loss: 1.2685, test_f1: 0.6317
 epoch: 59, train_loss: 0.6650, test_loss: 1.3369, test_f1: 0.6087
 epoch: 60, train_loss: 0.6721, test_loss: 1.3328, test_f1: 0.5913
 epoch: 61, train_loss: 0.6795, test_loss: 1.5028, test_f1: 0.5849
 epoch: 62, train_loss: 0.6607, test_loss: 1.3619, test_f1: 0.5394
 epoch: 63, train_loss: 0.6922, test_loss: 1.1565, test_f1: 0.4939
 epoch: 64, train_loss: 0.7103, test_loss: 1.1774, test_f1: 0.5971
 epoch: 65, train_loss: 0.6724, test_loss: 1.1555, test_f1: 0.6339
 epoch: 66, train_loss: 0.6595, test_loss: 1.2879, test_f1: 0.6372
 epoch: 67, train_loss: 0.6726, test_loss: 1.4774, test_f1: 0.6150
 epoch: 68, train_loss: 0.6477, test_loss: 1.4704, test_f1: 0.6059
 epoch: 69, train_loss: 0.6798, test_loss: 2.0479, test_f1: 0.4622
 epoch: 70, train_loss: 0.6845, test_loss: 1.3210, test_f1: 0.5445
 epoch: 71, train_loss: 0.6692, test_loss: 1.1289, test_f1: 0.5180
 epoch: 72, train_loss: 0.6590, test_loss: 1.1094, test_f1: 0.6036
 epoch: 73, train_loss: 0.6608, test_loss: 1.4225, test_f1: 0.6066
 epoch: 74, train_loss: 0.6499, test_loss: 1.4644, test_f1: 0.6038
 epoch: 75, train_loss: 0.6439, test_loss: 1.4873, test_f1: 0.6055
 epoch: 76, train_loss: 0.6417, test_loss: 1.4460, test_f1: 0.5207
 epoch: 77, train_loss: 0.6475, test_loss: 1.5480, test_f1: 0.5719
 epoch: 78, train_loss: 0.6504, test_loss: 1.2025, test_f1: 0.5940
 epoch: 79, train_loss: 0.6614, test_loss: 1.2037, test_f1: 0.6072
 epoch: 80, train_loss: 0.6533, test_loss: 1.1991, test_f1: 0.6111
 epoch: 81, train_loss: 0.6805, test_loss: 1.3116, test_f1: 0.6207
 epoch: 82, train_loss: 0.6539, test_loss: 1.4336, test_f1: 0.5407
 epoch: 83, train_loss: 0.6769, test_loss: 1.4626, test_f1: 0.5093
 epoch: 84, train_loss: 0.6592, test_loss: 1.4071, test_f1: 0.6285
 epoch: 85, train_loss: 0.6572, test_loss: 1.3369, test_f1: 0.5905
 epoch: 86, train_loss: 0.6722, test_loss: 1.5794, test_f1: 0.5779
 epoch: 87, train_loss: 0.6480, test_loss: 1.4154, test_f1: 0.5888
 epoch: 88, train_loss: 0.6409, test_loss: 1.2536, test_f1: 0.5853
 epoch: 89, train_loss: 0.6257, test_loss: 1.3608, test_f1: 0.6353
 epoch: 90, train_loss: 0.6183, test_loss: 1.3599, test_f1: 0.6520
 epoch: 91, train_loss: 0.6170, test_loss: 1.6176, test_f1: 0.6089
 epoch: 92, train_loss: 0.6185, test_loss: 1.6955, test_f1: 0.5712
 epoch: 93, train_loss: 0.6241, test_loss: 1.5039, test_f1: 0.5679
 epoch: 94, train_loss: 0.6208, test_loss: 1.5282, test_f1: 0.6168
 epoch: 95, train_loss: 0.6217, test_loss: 1.5402, test_f1: 0.5827
 epoch: 96, train_loss: 0.6060, test_loss: 1.3051, test_f1: 0.6157
 epoch: 97, train_loss: 0.6454, test_loss: 1.7549, test_f1: 0.6037
 epoch: 98, train_loss: 0.6286, test_loss: 1.4044, test_f1: 0.6035
 epoch: 99, train_loss: 0.6118, test_loss: 1.5629, test_f1: 0.6330
##################ITERATION #1 ****************************************
 epoch: 0, train_loss: 1.2785, test_loss: 1.3581, test_f1: 0.2281
 epoch: 1, train_loss: 1.1709, test_loss: 1.2756, test_f1: 0.2281
 epoch: 2, train_loss: 1.1301, test_loss: 1.2743, test_f1: 0.2281
 epoch: 3, train_loss: 1.1136, test_loss: 1.2309, test_f1: 0.3083
 epoch: 4, train_loss: 1.0724, test_loss: 1.1514, test_f1: 0.4143
 epoch: 5, train_loss: 1.0416, test_loss: 1.1724, test_f1: 0.4282
 epoch: 6, train_loss: 1.0291, test_loss: 1.1629, test_f1: 0.4102
 epoch: 7, train_loss: 1.0010, test_loss: 1.1092, test_f1: 0.4773
 epoch: 8, train_loss: 0.9803, test_loss: 1.1515, test_f1: 0.4995
 epoch: 9, train_loss: 0.9649, test_loss: 1.2229, test_f1: 0.3431
 epoch: 10, train_loss: 0.9604, test_loss: 1.0400, test_f1: 0.5587
 epoch: 11, train_loss: 0.9227, test_loss: 1.3651, test_f1: 0.3798
 epoch: 12, train_loss: 0.9368, test_loss: 1.0830, test_f1: 0.4240
 epoch: 13, train_loss: 0.9209, test_loss: 1.0692, test_f1: 0.4402
 epoch: 14, train_loss: 0.8747, test_loss: 1.0324, test_f1: 0.4804
 epoch: 15, train_loss: 0.8804, test_loss: 1.1568, test_f1: 0.4693
 epoch: 16, train_loss: 0.8485, test_loss: 1.1004, test_f1: 0.5922
 epoch: 17, train_loss: 0.8402, test_loss: 1.1068, test_f1: 0.4529
 epoch: 18, train_loss: 0.8532, test_loss: 1.1899, test_f1: 0.5682
 epoch: 19, train_loss: 0.8687, test_loss: 1.1364, test_f1: 0.5072
 epoch: 20, train_loss: 0.8301, test_loss: 1.3379, test_f1: 0.5145
 epoch: 21, train_loss: 0.8192, test_loss: 1.1254, test_f1: 0.5306
 epoch: 22, train_loss: 0.8024, test_loss: 1.1525, test_f1: 0.5034
 epoch: 23, train_loss: 0.7907, test_loss: 1.2833, test_f1: 0.4899
 epoch: 24, train_loss: 0.7904, test_loss: 1.1899, test_f1: 0.5825
 epoch: 25, train_loss: 0.7865, test_loss: 1.1264, test_f1: 0.5758
 epoch: 26, train_loss: 0.7649, test_loss: 1.1236, test_f1: 0.5502
 epoch: 27, train_loss: 0.7802, test_loss: 1.1435, test_f1: 0.5701
 epoch: 28, train_loss: 0.7677, test_loss: 1.2506, test_f1: 0.4389
 epoch: 29, train_loss: 0.7570, test_loss: 1.1024, test_f1: 0.5774
 epoch: 30, train_loss: 0.7661, test_loss: 1.0991, test_f1: 0.5389
 epoch: 31, train_loss: 0.7559, test_loss: 1.1008, test_f1: 0.4947
 epoch: 32, train_loss: 0.7566, test_loss: 1.1473, test_f1: 0.5470
 epoch: 33, train_loss: 0.7524, test_loss: 1.0932, test_f1: 0.5764
 epoch: 34, train_loss: 0.7522, test_loss: 1.2554, test_f1: 0.5720
 epoch: 35, train_loss: 0.7724, test_loss: 1.0878, test_f1: 0.6017
 epoch: 36, train_loss: 0.7557, test_loss: 1.1263, test_f1: 0.5435
 epoch: 37, train_loss: 0.7450, test_loss: 1.0282, test_f1: 0.6010
 epoch: 38, train_loss: 0.7417, test_loss: 1.1712, test_f1: 0.6020
 epoch: 39, train_loss: 0.7325, test_loss: 1.2736, test_f1: 0.5905
 epoch: 40, train_loss: 0.7276, test_loss: 1.4483, test_f1: 0.5763
 epoch: 41, train_loss: 0.7176, test_loss: 1.2865, test_f1: 0.5910
 epoch: 42, train_loss: 0.6992, test_loss: 1.1160, test_f1: 0.5910
 epoch: 43, train_loss: 0.7009, test_loss: 1.4787, test_f1: 0.4927
 epoch: 44, train_loss: 0.7047, test_loss: 1.1310, test_f1: 0.5685
 epoch: 45, train_loss: 0.6984, test_loss: 1.1435, test_f1: 0.5618
 epoch: 46, train_loss: 0.7090, test_loss: 1.2245, test_f1: 0.5722
 epoch: 47, train_loss: 0.7172, test_loss: 1.5031, test_f1: 0.5528
 epoch: 48, train_loss: 0.7640, test_loss: 1.1274, test_f1: 0.5823
 epoch: 49, train_loss: 0.7146, test_loss: 1.0853, test_f1: 0.6133
 epoch: 50, train_loss: 0.7575, test_loss: 1.2973, test_f1: 0.5820
 epoch: 51, train_loss: 0.7721, test_loss: 1.3064, test_f1: 0.5461
